,car_number,completed_laps,elapsed_time,last_laptime,best_laptime,best_lap,time_behind_leader,laps_behind_leader,time_behind_prec,laps_behind_prec,overall_rank,overall_best_laptime,track_status,pit_stop_count,last_pitted_lap,start_position,laps_led
785,9,182,9771.3443,42.7739,40.6543,133,13.4669,0,5.0648,0,4,40.6543,0,5,160,9,0
786,9,183,9813.6038,42.2595,40.6543,133,14.4025,0,6.4952,0,4,40.6543,0,5,160,9,0
787,9,184,9855.8826,42.2788,40.6543,133,15.5398,0,7.8074,0,4,40.6543,0,5,160,9,0
788,9,185,9897.9204,42.0378,40.6543,133,16.452,0,1.3489,0,5,40.6543,0,5,160,9,0
789,9,186,9939.1595,41.2391,40.6543,133,16.2709,0,1.8774,0,5,40.6543,0,5,160,9,0
790,9,187,9980.4714,41.3119,40.6543,133,15.806,0,2.4888,0,5,40.6543,0,5,160,9,0
791,9,188,10023.1381,42.6667,40.6543,133,17.2683,0,3.9751,0,5,40.6543,1,5,160,9,0
792,9,189,10098.0849,74.9468,40.6543,133,27.1195,0,3.012,0,5,40.6543,1,5,160,9,0
793,9,190,10180.1849,82.1,40.6543,133,5.3908,0,0.4818,0,5,40.6543,1,5,160,9,0
794,9,191,10296.877,116.6921,40.6543,133,3.1309,0,0.9978,0,5,40.6543,1,5,160,9,0
795,9,192,10413.1619,116.2849,40.6543,133,3.0438,0,1.0659,0,5,40.6543,1,5,160,9,0
796,9,193,10494.6481,81.4862,40.6543,133,0.2891,0,0.0912,0,5,40.6543,0,5,160,9,0
797,9,194,10538.5057,43.8576,40.6543,133,2.3137,0,0.6066,0,6,40.6543,0,5,160,9,0
798,9,195,10580.1071,41.6014,40.6543,133,2.8832,0,0.6254,0,6,40.6543,0,5,160,9,0
799,9,196,10621.6411,41.534,40.6543,133,2.0336,0,0.7519,0,4,40.6543,0,5,160,9,0
800,9,197,10663.1595,41.5184,40.6543,133,2.7562,0,0.7185,0,3,40.6543,0,5,160,9,0
801,9,198,10704.3279,41.1684,40.6543,133,3.36,0,1.1617,0,3,40.6543,0,5,160,9,0
802,9,199,10745.658000000001,41.3301,40.6543,133,4.3866,0,1.6528,0,3,40.6543,0,5,160,9,0
803,9,200,10787.2293,41.5713,40.6543,133,4.5928,0,1.4339,0,3,40.6543,0,5,160,9,0
804,12,0,0.0,0.0,0.0,0,0.0,0,0.0,0,3,0.0,0,0,0,3,0
805,12,1,42.1485,41.9238,41.9238,1,0.2113,0,0.2113,0,2,41.9238,0,0,0,3,0
806,12,2,83.1845,41.036,41.036,2,0.4727,0,0.4727,0,2,41.036,0,0,0,3,0
807,12,3,124.5184,41.3339,41.036,2,0.9999,0,0.5951,0,3,41.036,0,0,0,3,0
808,12,4,165.6102,41.0918,41.036,2,1.2514,0,0.8079,0,3,41.036,0,0,0,3,0
809,12,5,206.4005,40.7903,40.7903,5,1.1398,0,0.7974,0,3,40.7903,0,0,0,3,0
810,12,6,247.5158,41.1153,40.7903,5,1.3659,0,0.8235,0,3,40.7903,0,0,0,3,0
811,12,7,288.8156,41.2998,40.7903,5,1.7357,0,1.0507,0,3,40.7903,0,0,0,3,0
812,12,8,330.001,41.1854,40.7903,5,1.9854,0,1.2765,0,3,40.7903,0,0,0,3,0
813,12,9,371.0863,41.0853,40.7903,5,1.9029,0,1.3406,0,3,40.7903,0,0,0,3,0
814,12,10,412.1349,41.0486,40.7903,5,1.9826,0,1.1285,0,3,40.7903,0,0,0,3,0
815,12,11,453.361,41.2261,40.7903,5,1.9085,0,1.0521,0,3,40.7903,0,0,0,3,0
816,12,12,494.6824,41.3214,40.7903,5,1.9249,0,1.1773,0,3,40.7903,0,0,0,3,0
817,12,13,535.8843,41.2019,40.7903,5,1.851,0,1.0071,0,3,40.7903,0,0,0,3,0
818,12,14,577.0588,41.1745,40.7903,5,1.788,0,1.0374,0,3,40.7903,0,0,0,3,0
819,12,15,618.3743,41.3155,40.7903,5,1.9119,0,1.1307,0,3,40.7903,0,0,0,3,0
820,12,16,659.6586,41.2843,40.7903,5,2.0457,0,1.1704,0,3,40.7903,0,0,0,3,0
821,12,17,701.0869,41.4283,40.7903,5,2.3823,0,1.1468,0,3,40.7903,0,0,0,3,0
822,12,18,742.4939,41.407,40.7903,5,2.7027,0,1.3851,0,3,40.7903,0,0,0,3,0
823,12,19,783.9110000000001,41.4171,40.7903,5,3.1127,0,1.6107,0,3,40.7903,0,0,0,3,0
824,12,20,825.4044,41.4934,40.7903,5,3.6568,0,1.7821,0,3,40.7903,0,0,0,3,0
825,12,21,866.7913,41.3869,40.7903,5,3.9817,0,1.9549,0,3,40.7903,0,0,0,3,0
826,12,22,908.0246,41.2333,40.7903,5,4.0257,0,1.6473,0,3,40.7903,0,0,0,3,0
827,12,23,949.2723,41.2477,40.7903,5,4.1271,0,1.5532,0,3,40.7903,0,0,0,3,0
828,12,24,990.5859,41.3136,40.7903,5,4.3143,0,1.6819,0,3,40.7903,0,0,0,3,0
829,12,25,1031.6912,41.1053,40.7903,5,3.4501,0,1.7564,0,3,40.7903,0,0,0,3,0
830,12,26,1073.0892,41.398,40.7903,5,2.4153,0,1.3802,0,3,40.7903,0,0,0,3,0
831,12,27,1115.0069,41.9177,40.7903,5,2.39,0,1.3798,0,3,40.7903,0,0,0,3,0
832,12,28,1156.9452,41.9383,40.7903,5,1.9214,0,0.8658,0,3,40.7903,0,0,0,3,0
833,12,29,1199.1295,42.1843,40.7903,5,1.9555,0,0.8838,0,3,40.7903,0,0,0,3,0
834,12,30,1243.1682,44.0387,40.7903,5,1.1264,0,0.485,0,4,40.7903,0,0,0,3,0
835,12,31,1288.8561,45.6879,40.7903,5,1.6026,0,1.6026,0,2,40.7903,0,0,0,3,0
836,12,32,1345.0213,56.1652,40.7903,5,12.3354,0,2.4475,0,4,40.7903,0,1,32,3,0
837,12,33,1412.5610000000001,67.5397,40.7903,5,37.0525,0,0.0355,0,18,40.7903,0,1,32,3,0
838,12,34,1454.1976,41.6366,40.7903,5,23.9824,0,0.4734,0,10,40.7903,0,1,32,3,0
839,12,35,1495.1092,40.9116,40.7903,5,6.6659,0,2.4087,0,6,40.7903,0,1,32,3,0
840,12,36,1535.4682,40.359,40.359,36,6.6366,0,2.0197,0,6,40.359,0,1,32,3,0
841,12,37,1576.0336,40.5654,40.359,36,6.7108,0,1.4438,0,6,40.359,0,1,32,3,0
842,12,38,1616.9932,40.9596,40.359,36,6.9159,0,1.4849,0,6,40.359,0,1,32,3,0
843,12,39,1658.1957,41.2025,40.359,36,7.155,0,1.5485,0,6,40.359,0,1,32,3,0
844,12,40,1699.4016,41.2059,40.359,36,7.204,0,1.6096,0,6,40.359,0,1,32,3,0
845,12,41,1740.7074,41.3058,40.359,36,7.0913,0,1.6986,0,6,40.359,0,1,32,3,0
846,12,42,1781.7461,41.0387,40.359,36,6.626,0,1.4828,0,6,40.359,0,1,32,3,0
847,12,43,1822.8701,41.123999999999995,40.359,36,6.5806,0,1.3615,0,6,40.359,0,1,32,3,0
848,12,44,1864.3564,41.4863,40.359,36,6.7055,0,1.3802,0,6,40.359,0,1,32,3,0
849,12,45,1905.6903,41.3339,40.359,36,6.5612,0,1.423,0,6,40.359,0,1,32,3,0
850,12,46,1947.0639999999999,41.3737,40.359,36,6.4523,0,1.6558,0,6,40.359,0,1,32,3,0
851,12,47,1988.8121,41.7481,40.359,36,6.6138,0,1.6612,0,6,40.359,0,1,32,3,0
852,12,48,2051.6608,62.8487,40.359,36,11.4087,0,3.1297,0,6,40.359,1,1,32,3,0
853,12,49,2148.8093,97.1485,40.359,36,6.5879,0,2.0162,0,6,40.359,1,1,32,3,0
854,12,50,2264.9697,116.1604,40.359,36,2.6656,0,0.3967,0,6,40.359,1,2,50,3,0
855,12,51,2382.8398,117.8701,40.359,36,2.5641,0,0.5062,0,4,40.359,1,2,50,3,0
856,12,52,2488.1474,105.3076,40.359,36,2.2161,0,0.526,0,4,40.359,1,2,50,3,0
857,12,53,2597.7759,109.6285,40.359,36,2.1164,0,0.5885,0,4,40.359,1,2,50,3,0
858,12,54,2702.607,104.8311,40.359,36,2.4451,0,0.8622,0,4,40.359,1,2,50,3,0
859,12,55,2776.2744,73.6674,40.359,36,0.3338,0,0.1428,0,4,40.359,0,2,50,3,0
860,12,56,2820.5888,44.3144,40.359,36,2.7617,0,0.1572,0,6,40.359,0,2,50,3,0
861,12,57,2862.9834,42.3946,40.359,36,4.4243,0,0.2087,0,6,40.359,0,2,50,3,0
862,12,58,2910.4183,47.4349,40.359,36,7.6767,0,0.3956,0,6,40.359,1,2,50,3,0
863,12,59,3004.4867,94.0684,40.359,36,4.5917,0,0.9436,0,6,40.359,1,2,50,3,0
864,12,60,3109.3963,104.9096,40.359,36,3.9268,0,0.6751,0,6,40.359,1,2,50,3,0
865,12,61,3215.865,106.4687,40.359,36,6.0872,0,0.9438,0,6,40.359,1,2,50,3,0
866,12,62,3309.789,93.92399999999999,40.359,36,5.0831,0,0.8623,0,6,40.359,1,2,50,3,0
867,12,63,3384.9343,75.1453,40.359,36,0.8081,0,0.1425,0,6,40.359,0,2,50,3,0
868,12,64,3426.8487,41.9144,40.359,36,1.4393,0,0.2475,0,5,40.359,0,2,50,3,0
869,12,65,3468.0612,41.2125,40.359,36,1.8277,0,0.5657,0,5,40.359,0,2,50,3,0
870,12,66,3509.1891,41.1279,40.359,36,2.1568,0,0.5464,0,5,40.359,0,2,50,3,0
871,12,67,3550.4629,41.2738,40.359,36,2.6029,0,0.5186,0,5,40.359,0,2,50,3,0
872,12,68,3597.2973,46.8344,40.359,36,4.9291,0,1.0036,0,5,40.359,1,2,50,3,0
873,12,69,3691.8149,94.5176,40.359,36,3.4810000000000003,0,0.7977,0,5,40.359,1,2,50,3,0
874,12,70,3803.2234,111.4085,40.359,36,1.7823,0,0.6814,0,4,40.359,1,2,50,3,0
875,12,71,3909.8473,106.6239,40.359,36,2.0089,0,0.6616,0,4,40.359,1,2,50,3,0
876,12,72,4011.7613,101.914,40.359,36,2.106,0,0.8437,0,4,40.359,1,2,50,3,0
877,12,73,4092.5502,80.7889,40.359,36,0.3774,0,0.3434,0,3,40.359,0,2,50,3,0
878,12,74,4134.5746,42.0244,40.359,36,0.5967,0,0.2418,0,3,40.359,0,2,50,3,0
879,12,75,4175.6422,41.0676,40.359,36,0.7227,0,0.4394,0,3,40.359,0,2,50,3,0
880,12,76,4216.7575,41.1153,40.359,36,0.8726,0,0.3975,0,3,40.359,0,2,50,3,0
881,12,77,4257.9872,41.2297,40.359,36,1.1123,0,0.5904,0,3,40.359,0,2,50,3,0
882,12,78,4299.2606,41.2734,40.359,36,1.3386,0,0.6777,0,3,40.359,0,2,50,3,0
883,12,79,4340.705,41.4444,40.359,36,1.6152,0,0.67,0,3,40.359,0,2,50,3,0
884,12,80,4382.0578,41.3528,40.359,36,1.806,0,0.5702,0,3,40.359,0,2,50,3,0
885,12,81,4423.5666,41.5088,40.359,36,2.07,0,0.7493,0,3,40.359,0,2,50,3,0
886,12,82,4464.903,41.3364,40.359,36,2.0871,0,0.9125,0,3,40.359,0,2,50,3,0
887,12,83,4506.2663,41.3633,40.359,36,2.1081,0,1.0281,0,3,40.359,0,2,50,3,0
888,12,84,4547.5792,41.3129,40.359,36,2.1572,0,1.2248,0,3,40.359,0,2,50,3,0
889,12,85,4588.909000000001,41.3298,40.359,36,2.3409999999999997,0,0.8961,0,3,40.359,0,2,50,3,0
890,12,86,4630.473,41.56399999999999,40.359,36,2.6965,0,1.1367,0,3,40.359,0,2,50,3,0
891,12,87,4671.8457,41.3727,40.359,36,2.7795,0,1.0208,0,3,40.359,0,2,50,3,0
892,12,88,4713.3879,41.5422,40.359,36,2.2263,0,0.8911,0,3,40.359,0,2,50,3,0
893,12,89,4755.9838,42.5959,40.359,36,2.3404,0,1.0037,0,3,40.359,0,2,50,3,0
894,12,90,4797.6413,41.6575,40.359,36,1.0796,0,1.0796,0,2,40.359,0,2,50,3,0
895,12,91,4838.7261,41.0848,40.359,36,1.1166,0,1.1166,0,2,40.359,0,2,50,3,0
896,12,92,4879.9496,41.2235,40.359,36,0.0,0,0.0,0,1,40.359,0,2,50,3,1
897,12,93,4920.6627,40.7131,40.359,36,0.0,0,0.0,0,1,40.359,0,2,50,3,2
898,12,94,4973.1373,52.4746,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,3
899,12,95,5039.1472,66.0099,40.359,36,12.8932,0,0.0264,0,13,40.359,0,3,94,3,3
900,12,96,5079.8914,40.7442,40.359,36,10.6723,0,0.669,0,9,40.359,0,3,94,3,3
901,12,97,5121.9244,42.033,40.359,36,8.2222,0,0.6134,0,8,40.359,0,3,94,3,3
902,12,98,5164.2598,42.3354,40.359,36,7.6066,0,0.5878,0,8,40.359,0,3,94,3,3
903,12,99,5206.6739,42.4141,40.359,36,7.8829,0,0.4817,0,8,40.359,0,3,94,3,3
904,12,100,5249.0326,42.3587,40.359,36,8.3698,0,0.6969,0,8,40.359,0,3,94,3,3
905,12,101,5292.0573,43.0247,40.359,36,9.6628,0,0.7185,0,6,40.359,0,3,94,3,3
906,12,102,5335.6664,43.6091,40.359,36,11.6339,0,1.3735,0,6,40.359,0,3,94,3,3
907,12,103,5378.637,42.9706,40.359,36,13.0062,0,2.5136,0,6,40.359,0,3,94,3,3
908,12,104,5421.0063,42.3693,40.359,36,13.4032,0,3.2251,0,5,40.359,0,3,94,3,3
909,12,105,5462.8919,41.8856,40.359,36,13.2111,0,3.2889999999999997,0,5,40.359,0,3,94,3,3
910,12,106,5503.8959,41.004,40.359,36,2.6789,0,2.6789,0,2,40.359,0,3,94,3,3
911,12,107,5544.6345,40.7386,40.359,36,1.8688,0,1.8688,0,2,40.359,0,3,94,3,3
912,12,108,5585.8004,41.1659,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,4
913,12,109,5627.4327,41.6323,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,5
914,12,110,5668.7258,41.2931,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,6
915,12,111,5710.0056,41.2798,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,7
916,12,112,5751.6352,41.6296,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,8
917,12,113,5792.8289,41.1937,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,9
918,12,114,5833.9606,41.1317,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,10
919,12,115,5875.2117,41.2511,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,11
920,12,116,5916.6467,41.435,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,12
921,12,117,5958.1649,41.5182,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,13
922,12,118,5999.8236,41.6587,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,14
923,12,119,6041.6283,41.8047,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,15
924,12,120,6083.76,42.1317,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,16
925,12,121,6127.7416,43.9816,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,17
926,12,122,6170.2893,42.5477,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,18
927,12,123,6212.0883,41.799,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,19
928,12,124,6253.5331,41.4448,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,20
929,12,125,6294.9522,41.4191,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,21
930,12,126,6336.4787,41.5265,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,22
931,12,127,6377.9831,41.5044,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,23
932,12,128,6419.4586,41.4755,40.359,36,0.0,0,0.0,0,1,40.359,0,3,94,3,24
933,12,129,6472.9332,53.4746,40.359,36,6.7402,0,6.7402,0,2,40.359,0,4,129,3,24
934,12,130,6538.4588,65.5256,40.359,36,15.1333,0,0.3695,0,11,40.359,0,4,129,3,24
935,12,131,6579.6966,41.2378,40.359,36,14.3043,0,0.0179,0,7,40.359,0,4,129,3,24
936,12,132,6620.3588,40.6622,40.359,36,12.648,0,3.3930000000000002,0,6,40.359,0,4,129,3,24
937,12,133,6661.8289,41.4701,40.359,36,5.52,0,0.3149,0,6,40.359,0,4,129,3,24
938,12,134,6703.4348,41.6059,40.359,36,5.6194,0,1.4348,0,5,40.359,0,4,129,3,24
939,12,135,6745.9587,42.5239,40.359,36,2.0807,0,1.3718,0,4,40.359,0,4,129,3,24
940,12,136,6788.8332,42.8745,40.359,36,1.9781,0,1.1537,0,4,40.359,0,4,129,3,24
941,12,137,6831.8028,42.9696,40.359,36,1.8209,0,1.0759999999999998,0,3,40.359,0,4,129,3,24
942,12,138,6874.3943,42.5915,40.359,36,1.085,0,1.085,0,2,40.359,0,4,129,3,24
943,12,139,6942.2959,67.9016,40.359,36,7.178999999999999,0,7.178999999999999,0,2,40.359,1,4,129,3,24
944,12,140,7031.2943,88.9984,40.359,36,1.4219,0,1.4219,0,2,40.359,1,4,129,3,24
945,12,141,7148.0986,116.8043,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,25
946,12,142,7252.1871,104.0885,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,26
947,12,143,7355.9317,103.7446,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,27
948,12,144,7456.0136,100.0819,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,28
949,12,145,7538.2216,82.208,40.359,36,0.0,0,0.0,0,1,40.359,0,4,129,3,29
950,12,146,7580.3486,42.126999999999995,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,30
951,12,147,7659.1956,78.847,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,31
952,12,148,7753.4179,94.2223,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,32
953,12,149,7847.5505,94.1326,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,33
954,12,150,7935.8816,88.3311,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,34
955,12,151,8024.3591,88.4775,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,35
956,12,152,8112.7037,88.3446,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,36
957,12,153,8192.684000000001,79.9803,40.359,36,0.0,0,0.0,0,1,40.359,0,4,129,3,37
958,12,154,8234.535,41.851000000000006,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,38
959,12,155,8313.7019,79.1669,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,39
960,12,156,8414.3332,100.6313,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,40
961,12,157,8521.3747,107.0415,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,41
962,12,158,8615.6528,94.2781,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,42
963,12,159,8708.2225,92.5697,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,43
964,12,160,8796.2259,88.0034,40.359,36,0.0,0,0.0,0,1,40.359,1,4,129,3,44
965,12,161,8875.6775,79.4516,40.359,36,0.0,0,0.0,0,1,40.359,0,4,129,3,45
966,12,162,8917.2195,41.542,40.359,36,0.0,0,0.0,0,1,40.359,0,4,129,3,46
967,12,163,8958.1146,40.8951,40.359,36,0.0,0,0.0,0,1,40.359,0,4,129,3,47
968,12,164,8999.0442,40.9296,40.359,36,0.0,0,0.0,0,1,40.359,0,4,129,3,48
969,12,165,9039.9951,40.9509,40.359,36,0.0,0,0.0,0,1,40.359,0,4,129,3,49
970,12,166,9080.966,40.9709,40.359,36,0.0,0,0.0,0,1,40.359,0,4,129,3,50
971,12,167,9121.9203,40.9543,40.359,36,0.0,0,0.0,0,1,40.359,0,4,129,3,51
972,12,168,9162.8592,40.9389,40.359,36,0.0,0,0.0,0,1,40.359,0,4,129,3,52
973,12,169,9203.7864,40.9272,40.359,36,0.0,0,0.0,0,1,40.359,0,4,129,3,53
974,12,170,9244.6799,40.8935,40.359,36,0.0,0,0.0,0,1,40.359,0,4,129,3,54
975,12,171,9297.101999999999,52.4221,40.359,36,10.4272,0,2.7997,0,8,40.359,0,5,171,3,54
976,12,172,9362.259,65.157,40.359,36,34.9193,0,4.4195,0,16,40.359,0,5,171,3,54
977,12,173,9403.814,41.555,40.359,36,34.5391,0,1.3785,0,13,40.359,0,5,171,3,54
978,12,174,9444.7177,40.9037,40.359,36,32.9753,0,11.4844,0,10,40.359,0,5,171,3,54
979,12,175,9486.4109,41.6932,40.359,36,30.4877,0,12.5439,0,9,40.359,0,5,171,3,54
980,12,176,9527.3601,40.9492,40.359,36,19.8198,0,5.5042,0,8,40.359,0,5,171,3,54
981,12,177,9568.3519,40.9918,40.359,36,18.023,0,9.1186,0,7,40.359,0,5,171,3,54
982,12,178,9609.1454,40.7935,40.359,36,16.2627,0,6.9339,0,7,40.359,0,5,171,3,54
983,12,179,9649.9163,40.7709,40.359,36,15.5174,0,4.5109,0,7,40.359,0,5,171,3,54
984,12,180,9690.4421,40.5258,40.359,36,13.9847,0,2.0028,0,6,40.359,0,5,171,3,54
985,12,181,9731.5288,41.0867,40.359,36,14.280999999999999,0,0.1697,0,6,40.359,0,5,171,3,54
986,12,182,9772.5813,41.0525,40.359,36,14.7039,0,1.237,0,5,40.359,0,5,171,3,54
987,12,183,9813.7623,41.181000000000004,40.359,36,14.561,0,0.1585,0,5,40.359,0,5,171,3,54
988,12,184,9855.9029,42.1406,40.359,36,15.5601,0,0.0203,0,5,40.359,0,5,171,3,54
989,12,185,9896.5715,40.6686,40.359,36,15.1031,0,7.2665,0,4,40.359,0,5,171,3,54
990,12,186,9937.2821,40.7106,40.359,36,14.3935,0,5.3659,0,4,40.359,0,5,171,3,54
991,12,187,9977.9826,40.7005,40.359,36,13.3172,0,4.7391,0,4,40.359,0,5,171,3,54
992,12,188,10019.163,41.1804,40.359,36,13.2932,0,4.2927,0,4,40.359,1,5,171,3,54
993,12,189,10095.0729,75.9099,40.359,36,24.1075,0,1.757,0,4,40.359,1,5,171,3,54
994,12,190,10179.7031,84.6302,40.359,36,4.909,0,0.5564,0,4,40.359,1,5,171,3,54
995,12,191,10295.8792,116.1761,40.359,36,2.1331,0,0.475,0,4,40.359,1,5,171,3,54
996,12,192,10412.096,116.2168,40.359,36,1.9779,0,0.6067,0,4,40.359,1,5,171,3,54
997,12,193,10494.5569,82.4609,40.359,36,0.1979,0,0.1169,0,4,40.359,0,5,171,3,54
998,12,194,10537.2365,42.6796,40.359,36,1.0445,0,0.6923,0,3,40.359,0,5,171,3,54
999,12,195,10578.0006,40.7641,40.359,36,0.7767,0,0.1595,0,3,40.359,0,5,171,3,54
1000,12,196,10619.6075,41.6069,40.359,36,0.0,0,0.0,0,1,40.359,0,5,171,3,55
1001,12,197,10660.4033,40.7958,40.359,36,0.0,0,0.0,0,1,40.359,0,5,171,3,56
1002,12,198,10700.9679,40.5646,40.359,36,0.0,0,0.0,0,1,40.359,0,5,171,3,57
1003,12,199,10741.2714,40.3035,40.3035,199,0.0,0,0.0,0,1,40.3035,0,5,171,3,58
1004,12,200,10782.6365,41.3651,40.3035,199,0.0,0,0.0,0,1,40.3035,0,5,171,3,59
1005,15,0,0.0,0.0,0.0,0,0.0,0,0.0,0,30,0.0,0,0,0,30,0
1006,15,1,49.2532,44.9522,44.9522,1,7.316,0,0.3167,0,25,44.9522,0,0,0,30,0
1007,15,2,92.7566,43.5034,43.5034,2,10.0448,0,0.8343,0,23,43.5034,0,0,0,30,0
1008,15,3,134.4773,41.7207,41.7207,3,10.9588,0,0.551,0,23,41.7207,0,0,0,30,0
1009,15,4,176.6093,42.132,41.7207,3,12.2505,0,0.4396,0,23,41.7207,0,0,0,30,0
1010,15,5,219.1334,42.5241,41.7207,3,13.8727,0,0.2363,0,23,41.7207,0,0,0,30,0
1011,15,6,261.1737,42.0403,41.7207,3,15.0238,0,0.4178,0,23,41.7207,0,0,0,30,0
1012,15,7,302.9927,41.818999999999996,41.7207,3,15.9128,0,0.4817,0,23,41.7207,0,0,0,30,0
1013,15,8,344.7063,41.7136,41.7136,8,16.6907,0,0.3539,0,23,41.7136,0,0,0,30,0
1014,15,9,386.6826,41.9763,41.7136,8,17.4992,0,0.3083,0,23,41.7136,0,0,0,30,0
1015,15,10,428.9036,42.221000000000004,41.7136,8,18.7513,0,0.3822,0,23,41.7136,0,0,0,30,0
1016,15,11,471.0511,42.1475,41.7136,8,19.5986,0,0.488,0,23,41.7136,0,0,0,30,0
1017,15,12,513.1297,42.0786,41.7136,8,20.3722,0,0.3662,0,23,41.7136,0,0,0,30,0
1018,15,13,555.1535,42.0238,41.7136,8,21.1202,0,0.3613,0,23,41.7136,0,0,0,30,0
1019,15,14,597.1234,41.9699,41.7136,8,21.8526,0,0.4433,0,23,41.7136,0,0,0,30,0
1020,15,15,639.1234,42.0,41.7136,8,22.660999999999998,0,0.5524,0,23,41.7136,0,0,0,30,0
1021,15,16,680.8669,41.7435,41.7136,8,23.254,0,0.4835,0,23,41.7136,0,0,0,30,0
1022,15,17,722.4604,41.5935,41.5935,17,23.7558,0,0.2096,0,23,41.5935,0,0,0,30,0
1023,15,18,764.6378,42.1774,41.5935,17,24.8466,0,0.2751,0,23,41.5935,0,0,0,30,0
1024,15,19,806.7178,42.08,41.5935,17,25.9195,0,0.5152,0,23,41.5935,0,0,0,30,0
1025,15,20,848.5172,41.7994,41.5935,17,26.7696,0,0.3683,0,23,41.5935,0,0,0,30,0
1026,15,21,890.6239,42.1067,41.5935,17,27.8143,0,0.4695,0,23,41.5935,0,0,0,30,0
1027,15,22,932.5116,41.8877,41.5935,17,28.5127,0,0.3913,0,23,41.5935,0,0,0,30,0
1028,15,23,974.6692,42.1576,41.5935,17,29.524,0,0.3772,0,23,41.5935,0,0,0,30,0
1029,15,24,1016.8252,42.156000000000006,41.5935,17,30.5536,0,0.602,0,23,41.5935,0,0,0,30,0
1030,15,25,1058.9973,42.1721,41.5935,17,30.7562,0,0.1481,0,23,41.5935,0,0,0,30,0
1031,15,26,1102.4206,43.4233,41.5935,17,31.7467,0,0.6768,0,22,41.5935,0,0,0,30,0
1032,15,27,1145.4831,43.0625,41.5935,17,32.8662,0,1.3526,0,21,41.5935,0,0,0,30,0
1033,15,28,1187.6414,42.1583,41.5935,17,32.6176,0,1.8344,0,21,41.5935,0,0,0,30,0
1034,15,29,1229.3116,41.6702,41.5935,17,32.1376,0,1.4323,0,20,41.5935,0,0,0,30,0
1035,15,30,1271.146,41.8344,41.5935,17,29.1042,0,0.5413,0,20,41.5935,0,0,0,30,0
1036,15,31,1313.5677,42.4217,41.5935,17,26.3142,0,0.8021,0,18,41.5935,0,0,0,30,0
1037,15,32,1356.5213,42.9536,41.5935,17,23.8354,0,0.4187,0,14,41.5935,0,0,0,30,0
1038,15,33,1398.9194,42.3981,41.5935,17,23.4109,0,0.4056,0,7,41.5935,0,0,0,30,0
1039,15,34,1441.7372,42.8178,41.5935,17,11.522,0,11.522,0,2,41.5935,0,0,0,30,0
1040,15,35,1507.4646,65.7274,41.5935,17,19.0213,0,1.5364,0,16,41.5935,0,1,35,30,0
1041,15,36,1563.11,55.6454,41.5935,17,34.2784,0,3.9738,0,17,41.5935,0,1,35,30,0
1042,15,37,1603.8425,40.7325,40.7325,37,34.5197,0,3.8593,0,17,40.7325,0,1,35,30,0
1043,15,38,1644.4560000000001,40.6135,40.6135,38,34.3787,0,3.6282,0,17,40.6135,0,1,35,30,0
1044,15,39,1685.0838,40.6278,40.6135,38,34.0431,0,3.4262,0,17,40.6135,0,1,35,30,0
